n_samples,duration_seconds,duration_hours,mean_magnitude,std_magnitude,min_magnitude,max_magnitude,skewness,cov
1926529,15051.0,4.180833333333333,9.782077523186311,0.3313061418281932,1.5960812018729902,55.18956233183959,12.293903284569684,0.03386868904308959
